embedding_model,topic_id,topic_label,document_id,score,x,y,density,color,label,cohesive
all-MiniLM-L6-v2,14,Journalism & Media Studies,200,,15.284051,7.521429,0.26787781715393066,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.27",True
all-MiniLM-L6-v2,14,Journalism & Media Studies,354,,15.344532,7.586197,0.26787781715393066,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.27",True
all-MiniLM-L6-v2,14,Journalism & Media Studies,394,,15.464624,7.907996,0.26787781715393066,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.27",True
all-MiniLM-L6-v2,14,Journalism & Media Studies,398,,15.545795,7.9393463,0.26787781715393066,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.27",True
all-MiniLM-L6-v2,14,Journalism & Media Studies,437,,15.3045225,7.5239325,0.26787781715393066,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.27",True
all-MiniLM-L6-v2,14,Journalism & Media Studies,470,,15.457574,7.3784595,0.26787781715393066,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.27",True
all-MiniLM-L6-v2,15,Misinformation & Propaganda,33,,15.311389,10.243207,0.2481037825345993,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.25",True
all-MiniLM-L6-v2,15,Misinformation & Propaganda,42,,15.3058195,10.213206,0.2481037825345993,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.25",True
all-MiniLM-L6-v2,15,Misinformation & Propaganda,55,,15.220392,10.102011,0.2481037825345993,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.25",True
all-MiniLM-L6-v2,15,Misinformation & Propaganda,60,,15.450858,9.770393,0.2481037825345993,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.25",True
all-MiniLM-L6-v2,15,Misinformation & Propaganda,68,,15.440932,9.962337,0.2481037825345993,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.25",True
all-MiniLM-L6-v2,15,Misinformation & Propaganda,213,,15.262552,10.239567,0.2481037825345993,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.25",True
all-MiniLM-L6-v2,15,Misinformation & Propaganda,219,,15.278826,10.16796,0.2481037825345993,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.25",True
all-MiniLM-L6-v2,15,Misinformation & Propaganda,294,,15.094914,9.967849,0.2481037825345993,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.25",True
all-MiniLM-L6-v2,15,Misinformation & Propaganda,313,,15.452432,10.0479965,0.2481037825345993,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.25",True
all-MiniLM-L6-v2,16,"retrieval, fever",202,,11.279891,10.492168,0.32494696974754333,"(0.8588235294117647, 0.8588235294117647, 0.5529411764705883, 1.0)","T16
0.32",True
all-MiniLM-L6-v2,16,"retrieval, fever",210,,11.627582,10.622727,0.32494696974754333,"(0.8588235294117647, 0.8588235294117647, 0.5529411764705883, 1.0)","T16
0.32",True
all-MiniLM-L6-v2,16,"retrieval, fever",231,,11.446741,10.170741,0.32494696974754333,"(0.8588235294117647, 0.8588235294117647, 0.5529411764705883, 1.0)","T16
0.32",True
all-MiniLM-L6-v2,16,"retrieval, fever",293,,11.536027,10.438461,0.32494696974754333,"(0.8588235294117647, 0.8588235294117647, 0.5529411764705883, 1.0)","T16
0.32",True
all-MiniLM-L6-v2,16,"retrieval, fever",307,,11.474757,10.3380575,0.32494696974754333,"(0.8588235294117647, 0.8588235294117647, 0.5529411764705883, 1.0)","T16
0.32",True
all-MiniLM-L6-v2,16,"retrieval, fever",308,,11.226814,10.701381,0.32494696974754333,"(0.8588235294117647, 0.8588235294117647, 0.5529411764705883, 1.0)","T16
0.32",True
all-MiniLM-L6-v2,16,"retrieval, fever",426,,11.223817,10.550506,0.32494696974754333,"(0.8588235294117647, 0.8588235294117647, 0.5529411764705883, 1.0)","T16
0.32",True
all-MiniLM-L6-v2,16,"retrieval, fever",427,,11.130001,10.657427,0.32494696974754333,"(0.8588235294117647, 0.8588235294117647, 0.5529411764705883, 1.0)","T16
0.32",True
all-MiniLM-L6-v2,17,Misinformation & Propaganda,88,,15.436407,8.998997,0.3874770998954773,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.39",True
all-MiniLM-L6-v2,17,Misinformation & Propaganda,173,,16.018316,8.657366,0.3874770998954773,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.39",True
all-MiniLM-L6-v2,17,Misinformation & Propaganda,197,,16.165697,8.7927885,0.3874770998954773,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.39",True
all-MiniLM-L6-v2,17,Misinformation & Propaganda,243,,15.871215,8.659151,0.3874770998954773,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.39",True
all-MiniLM-L6-v2,17,Misinformation & Propaganda,319,,15.898944,8.465148,0.3874770998954773,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.39",True
all-MiniLM-L6-v2,17,Misinformation & Propaganda,349,,15.502744,8.6816025,0.3874770998954773,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.39",True
